respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.06242027538923563,0.1927195612080974
26708,0.02903215718560981,0.009884302833309095
26709,0.3314991727424327,0.6606973004697184
26710,0.508291756949935,0.8793644520854451
26711,0.36380530491890045,0.42554749315660007
26712,0.5508294648893638,0.9689370041838583
26713,0.47075205891225286,0.562399196338347
26714,0.10527007590930666,0.10671466948353352
26715,0.030879068141643533,0.09841153557602347
26716,0.11991055694131898,0.8689175022670258
26717,0.012794070088257878,0.455576515071552
26718,0.19184715837875532,0.5668775067702859
26719,0.0641343422515112,0.9501310406759743
26720,0.026990111970101677,0.2529085299086156
26721,0.2683110834837369,0.3963242743555368
26722,0.042141498318474795,0.0537183607693503
26723,0.7175745456695056,0.9295583604717841
26724,0.09735916239493216,0.8083816393103356
26725,0.02852003260529206,0.056977991052310994
26726,0.05402580815523948,0.043912790226447465
26727,0.25440684759209425,0.904831743738916
26728,0.1300837970097619,0.4969221467581216
26729,0.5320708870102827,0.8590672929581245
26730,0.07319301804006638,0.17073935036979848
26731,0.02277277365823653,0.2226794042875194
26732,0.0937213454350138,0.11251608611499973
26733,0.970770964269249,0.9734376696676382
26734,0.8338063787262344,0.49118376527941887
26735,0.12251966530678188,0.3680970175075188
26736,0.035033993369760846,0.09858746266170879
26737,0.05303488760814398,0.09376466520627723
26738,0.529019788087736,0.7201826753142798
26739,0.09355603210931007,0.2058192053845797
26740,0.058682060460564275,0.039587690595066116
26741,0.2638475302407903,0.919588580429035
26742,0.08042569400836687,0.3522914246240264
26743,0.03835770268582365,0.46232251026244797
26744,0.09915471860374254,0.821539281938339
26745,0.08860431207913814,0.8863837122730975
26746,0.23552073874008836,0.35695386201863766
26747,0.11192603633550277,0.2005241935976856
26748,0.050161021397163906,0.06583455239909995
26749,0.0844603435613259,0.7814808570417859
26750,0.6918266772928189,0.8872801494264145
26751,0.2783958530147885,0.7964905925138598
26752,0.044803209193539244,0.05436702906424186
26753,0.11027470186441833,0.4954056641142775
26754,0.10433312058625384,0.49811396223379895
26755,0.08471960519168023,0.43103249461366716
26756,0.010559896607456194,0.012589657294097877
26757,0.5329067906930879,0.5656225312596146
26758,0.6781525125039636,0.9200229444795628
26759,0.044036965954170275,0.18102307422952077
26760,0.02740827530312433,0.06912852260794407
26761,0.2781998604918586,0.7057498286884207
26762,0.13301088110355355,0.878136094602803
26763,0.8569360402742158,0.9494698837317651
26764,0.9274183985779411,0.9491877201996877
26765,0.03437270321215352,0.6973022684613568
26766,0.10080944613697479,0.14415928184051865
26767,0.871019836899515,0.6274374588227598
26768,0.015548219803074997,0.38477984228974166
26769,0.12296555134949179,0.13125367770323187
26770,0.09320255898700364,0.48893738625574373
26771,0.01832262128482264,0.14441297293107694
26772,0.04457739461902999,0.4941257286802169
26773,0.010855026374276577,0.30247687125127615
26774,0.049802959725272336,0.3276878355971791
26775,0.057708409342395864,0.5165538356954574
26776,0.215929959212872,0.30750020199550904
26777,0.05213091310509844,0.8182432009418585
26778,0.09602305889332435,0.02967484978995059
26779,0.18275564392080665,0.5524796200419261
26780,0.12089085803200832,0.9321146262279824
26781,0.15196423486070865,0.4304701344777981
26782,0.04946932712537113,0.2722871623323688
26783,0.04460289998281799,0.2995690768887405
26784,0.38938728256977767,0.8907919193876971
26785,0.4580377005921423,0.5449891107649322
26786,0.09247991031204775,0.21117994392980727
26787,0.093423037180732,0.6285334756390232
26788,0.06763057432932384,0.91543753967742
26789,0.01288706427114941,0.17399477159076476
26790,0.041803686073051814,0.15155917005146546
26791,0.07372189023758828,0.09412198329824405
26792,0.10821776009250013,0.7241192244076414
26793,0.10344630137045517,0.9496402321743359
26794,0.8428336495828407,0.8404926177544669
26795,0.055176419284734074,0.9663284860914512
26796,0.020790077736478604,0.03190374337289858
26797,0.1292813743267742,0.774883347880038
26798,0.16234413910834672,0.16824406913304035
26799,0.2824232806653463,0.17258633292746098
26800,0.024560154914087914,0.9358329296312474
26801,0.1591788611571721,0.37958072203187665
26802,0.05734030034154039,0.17303394094335617
26803,0.033969622877266466,0.22303133418879711
26804,0.04822938993915992,0.09559383525941656
26805,0.04423078573049222,0.17351817514277296
26806,0.04130194354292356,0.936436750586745
26807,0.5907597572060348,0.9408252668724576
26808,0.3099004799833225,0.5694244127131604
26809,0.7220173559945209,0.2164106588418358
26810,0.030536465800387946,0.07466488924146811
26811,0.031991427835072535,0.05041689700722929
26812,0.10888814540231674,0.6959170374563118
26813,0.22354044403989798,0.3276501886497815
26814,0.02522537700374405,0.6474557145109145
26815,0.024681079011058097,0.04649889787261795
26816,0.08853954982099292,0.08404246782232604
26817,0.11657720014228017,0.698404361114759
26818,0.09087751848753714,0.20578604952685556
26819,0.207138883892053,0.18165035047341113
26820,0.12853171645888103,0.2227911970904292
26821,0.03727933679281176,0.6438214116907709
26822,0.2493763850432949,0.8170255855606805
26823,0.1701442059798054,0.37115159226176325
26824,0.02665721819232209,0.721351457930073
26825,0.3432406697853597,0.6843288549986201
26826,0.09954415020115963,0.7212277882119312
26827,0.01635017068320458,0.07952511497475975
26828,0.11957133771476097,0.4736903129179871
26829,0.5980224621015845,0.8835827049550712
26830,0.07213025899872533,0.8326610147341748
26831,0.17168910553029335,0.9006440899318132
26832,0.10515711670702257,0.8356861497451803
26833,0.008508019781138215,0.4295842911196765
26834,0.2964984859384845,0.5672450355367636
26835,0.6017823335889044,0.9081755075593095
26836,0.13246731501124856,0.7170748613978724
26837,0.09381302992637831,0.019536416762432285
26838,0.07210692968605115,0.33041883203983924
26839,0.11932989452715381,0.5383016580196822
26840,0.041667748103463534,0.08327013862077332
26841,0.5268054898671869,0.8238862997118994
26842,0.07359456179263221,0.1008952834113889
26843,0.05377657891127547,0.03827613761574913
26844,0.05713609223590101,0.4012325113914552
26845,0.037091557134617294,0.7237787259789061
26846,0.074528382498282,0.880494356461147
26847,0.32016554605809394,0.1459164252177067
26848,0.03740511002842684,0.7341547308911727
26849,0.503496702158346,0.5794737919742666
26850,0.5413322184751105,0.6251158820338509
26851,0.007843061640030015,0.041194342960036844
26852,0.034161207685771036,0.03486826511618334
26853,0.4657468130221248,0.5555848270958919
26854,0.012999044417481532,0.06876236398344958
26855,0.5474351917113324,0.8869381386693955
26856,0.17504416805100498,0.03205219330660911
26857,0.48970201790219353,0.18068703063921224
26858,0.26131850397264006,0.7363591984095463
26859,0.06436923483447314,0.05857647190900872
26860,0.12285103345422169,0.11664285132035376
26861,0.06450414291370433,0.0633684944712876
26862,0.05609631966647822,0.2964404048228626
26863,0.1744216959370267,0.49924593533194445
26864,0.4931288616107819,0.392943238328488
26865,0.011537946198377766,0.024085877486232653
26866,0.15071564450867478,0.576788171110222
26867,0.05912742556957833,0.1401286986970781
26868,0.9205445051282299,0.9707218136552372
26869,0.04265150533087948,0.21229782327918736
26870,0.4581304451203481,0.8956609448578573
26871,0.029263749563898617,0.036515443927245365
26872,0.10016328269920947,0.23175819583802376
26873,0.10844685902501268,0.7240067621714172
26874,0.04813523333436816,0.09738258469051277
26875,0.5180369207485955,0.949751106544054
26876,0.06191207905841584,0.04172891806133948
26877,0.06408265182858001,0.09696677351908374
26878,0.0932071503438056,0.20752148159830383
26879,0.020189536997998924,0.026063760041226753
26880,0.08066057442259678,0.07523623571139713
26881,0.013638083650075227,0.07629244124880774
26882,0.013922158082743498,0.037375954982211246
26883,0.06333580946562446,0.23470712981784747
26884,0.11422833812469288,0.21536218581086228
26885,0.2936065814533498,0.8961774600077427
26886,0.15987671691265415,0.8632125827249107
26887,0.6316808845542777,0.8736744796274274
26888,0.9565283578334106,0.9643681037141977
26889,0.04605756342177203,0.09288455213513518
26890,0.11221566814241624,0.28278156314044
26891,0.6339354798667697,0.7983312495254018
26892,0.1678900492970662,0.7426102518856642
26893,0.015372610661434496,0.07950080566791196
26894,0.11772271823617532,0.1709714022545473
26895,0.07565635657217816,0.9071311558939801
26896,0.026645695595396847,0.03194046194711234
26897,0.04260190639172404,0.541806585939288
26898,0.24344844719256536,0.6768347805700149
26899,0.025164393016850913,0.04999351309194718
26900,0.09153914479659286,0.32033942740073473
26901,0.011006976817480339,0.3839560900894588
26902,0.3379803448027782,0.9546355212383381
26903,0.0937330831685983,0.02532647554468551
26904,0.059662157823695106,0.3490740443808556
26905,0.41170451623427073,0.8643726705867552
26906,0.027764019949777587,0.2831518068831417
26907,0.00521137320691526,0.5352003037782965
26908,0.18351271325296062,0.8431536933578649
26909,0.18998196840750242,0.09151597191517491
26910,0.1994436229872895,0.202587761094452
26911,0.024743528832821327,0.0451236808759911
26912,0.23041033478778572,0.8652361810303814
26913,0.7744162078623316,0.8375268132019315
26914,0.0519676977530652,0.15243538294565584
26915,0.16814478328973678,0.6049913605421432
26916,0.048630862580161284,0.3544354049358019
26917,0.006698674082002361,0.039944529168688195
26918,0.8845088805953408,0.977074827056718
26919,0.22125799619473657,0.5931652058046286
26920,0.022569440788706232,0.08866588095116971
26921,0.06933945213529379,0.8730413584812634
26922,0.03341984318984679,0.7999583843319976
26923,0.15841111982565367,0.5016268614780731
26924,0.7261884032370928,0.9787145607104972
26925,0.056000344067050574,0.7842158305999238
26926,0.2604238230737546,0.5552157322161022
26927,0.33867341771936166,0.7082870829368201
26928,0.07438973962323175,0.619422132608861
26929,0.03336951666034585,0.17392934680733335
26930,0.7271254753951334,0.9271355000447725
26931,0.06398374081471951,0.3739581171469039
26932,0.03962638825471746,0.9463862455139676
26933,0.04430109960660871,0.5013678610982015
26934,0.5816466838066876,0.7984837033671217
26935,0.1455408705807912,0.5045227151192203
26936,0.16133298236552987,0.1001244673743142
26937,0.3513460718489221,0.7924484789932926
26938,0.043158299662798084,0.04962498996542209
26939,0.05428352314445635,0.07441973666370474
26940,0.10906595520407186,0.12945199280127648
26941,0.06675949319876119,0.38647935579963016
26942,0.6009711049034228,0.8165692610633687
26943,0.12704838168491978,0.7164142258963823
26944,0.04478581829711868,0.15412511799893389
26945,0.0892128312939271,0.6496199544906666
26946,0.10872754411118633,0.6101668156452152
26947,0.14841286765142342,0.5146196054658303
26948,0.03383122717629527,0.05295941022428411
26949,0.020129453901353275,0.03808827253479681
26950,0.06443315710702437,0.6841913762754448
26951,0.03653848596488392,0.2583640388776251
26952,0.893125648602804,0.8953597377475523
26953,0.7981992969616888,0.9561074928738136
26954,0.030369638734141925,0.08473249342370487
26955,0.1717727801727919,0.7369395897312295
26956,0.11939471096145982,0.19479097064718232
26957,0.01691990021441513,0.9522022212627336
26958,0.21925209700364806,0.838880737464094
26959,0.02355303005017222,0.19433779243026358
26960,0.03696256737830253,0.04265702726314984
26961,0.22526815189243748,0.4759570856392585
26962,0.13746308322189624,0.9309041338545957
26963,0.14706139987082797,0.28865791044916705
26964,0.07591391830486673,0.21531097533354332
26965,0.8938810536753109,0.9609357691955265
26966,0.025982952090692235,0.03669427538735062
26967,0.10251061603559612,0.3759852130327839
26968,0.036302886871859584,0.8567949001319071
26969,0.04215138005150758,0.19410573358236358
26970,0.588919144675823,0.38438960463676536
26971,0.05885856013811292,0.182716087579528
26972,0.011436768675479969,0.013364889011556734
26973,0.028356860360844036,0.10015275322664849
26974,0.15412513719286794,0.29421115694469496
26975,0.05643682488957344,0.6676971493761186
26976,0.8203321976505987,0.6596770864132717
26977,0.08861090925380444,0.3558001599218054
26978,0.012569183776161522,0.8391761284219755
26979,0.7111082430865783,0.8461634309109681
26980,0.043315230514482536,0.08272923225549562
26981,0.06645885628958477,0.39250818997432435
