respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.060950411174664244,0.2810212043844564
26708,0.042369108446963816,0.034463307209025164
26709,0.35404326030740996,0.6101975706864255
26710,0.4073845857829163,0.84140843637834
26711,0.199337693004797,0.3917508425517273
26712,0.45276797575149613,0.9379460708665571
26713,0.3809567745165908,0.5778227461759351
26714,0.1363375635215883,0.20617041411859013
26715,0.05968877173348687,0.19057195110617084
26716,0.15873812485639105,0.8876496748280962
26717,0.015775758032157156,0.4006438213843562
26718,0.2427579665911053,0.5542775128223056
26719,0.07332451339490764,0.9391315057609245
26720,0.057498004757955454,0.2672307743875962
26721,0.3353889469440668,0.34639973363976917
26722,0.07415504186110383,0.12490700183090775
26723,0.6284594822225086,0.8863316199011271
26724,0.09656897329123558,0.7093352943894552
26725,0.024531977112166398,0.07398977916873942
26726,0.017375383052000096,0.03407909253540964
26727,0.34280779436386716,0.8867994840607204
26728,0.13580061647746175,0.5235083284104444
26729,0.48319628873051607,0.9099030274695208
26730,0.03744854797425646,0.18041788535014963
26731,0.019137996961778054,0.27903286191657056
26732,0.12290683182981173,0.09234844847798598
26733,0.933128481124325,0.9592298889278865
26734,0.8600072451341999,0.3370221825762384
26735,0.13788411327457087,0.43230495728442636
26736,0.04421567052842506,0.11967694582264128
26737,0.08996299618628525,0.13831363635371188
26738,0.537625404038795,0.8069814402774645
26739,0.12134461811519245,0.29307193913373286
26740,0.12767504612332878,0.10501408188305082
26741,0.23502816159536752,0.9267232225536206
26742,0.10038949770712172,0.4239749550233705
26743,0.053257290767194904,0.5555785878417596
26744,0.06703111986290936,0.7265169545170634
26745,0.1053586636667735,0.9414781559797744
26746,0.10542456769886156,0.33563719035917866
26747,0.08234995532336728,0.16739281147115975
26748,0.07617238723014015,0.028075878706747957
26749,0.08483491335850492,0.6946731791369809
26750,0.6774650185091824,0.9114165854678081
26751,0.2309601171479695,0.6639789914660026
26752,0.026203040760686247,0.014225517011752445
26753,0.18275305623781127,0.6596417509948365
26754,0.13269058893163868,0.7517876941227539
26755,0.09826123551739135,0.4409790399215893
26756,0.025893563968535184,0.0360123583793027
26757,0.31434550857225185,0.4729057421965623
26758,0.7392018032853926,0.9137226297142387
26759,0.01985138142571801,0.1655317406481968
26760,0.019422470308478254,0.027234708849521526
